NAME	TITLE	SCORE	
SLC25A5		1.3955574	
TKT		1.391999	
SLC17A9		1.391731	
LASP1		1.3912587	
MUC1		1.3875549	
KPNA2		1.383676	
ASPM		1.3836175	
PTPN9		1.3817593	
PRR15		1.3724769	
PAH		1.3710968	
UHRF1		1.3705069	
GGH		1.3702189	
CPT1A		1.3699638	
TFRC		1.3603002	
TK1		1.3599253	
GATM		1.3586679	
MELK		1.3567133	
SCD		1.355481	
EPB41L4B		1.3465846	
ACTN1		1.3451589	
MTFR1		1.3429261	
WDR91		1.3345276	
ETV1		1.3339124	
NCR3LG1		1.3337741	
WFDC2		1.3270507	
PCDH1		1.325775	
WLS		1.3246369	
TMEM159		1.3245721	
PGK1		1.3242208	
XRN2		1.3234864	
PCSK9		1.3184638	
TPX2		1.3154355	
TSC22D2		1.3149492	
ESPL1		1.3097547	
EDNRB		1.309077	
ALDH18A1		1.3077935	
SFXN1		1.3057988	
KCNJ5		1.3046725	
ZDHHC23		1.3044411	
ESCO2		1.3028979	
AGPS		1.302291	
TTL		1.2994835	
MAD2L1		1.2992622	
TARS1		1.2979629	
CDCA5		1.2976707	
DEPDC1B		1.2958714	
PLPPR1		1.2955266	
ZWINT		1.2952006	
DNAJC22		1.2912337	
EMX2		1.290663	
AC011298.1		1.289042	
ITPR3		1.2884562	
MCM7		1.287993	
KIF4A		1.2868054	
OAF		1.2865102	
DTL		1.2856026	
FOXM1		1.2805929	
SUOX		1.2791603	
ANPEP		1.2788101	
DPYD		1.2780826	
ELMO1		1.2779056	
AL133216.2		1.2769078	
CPS1		1.2766756	
TFPI		1.2765671	
IGFBP7		1.2747488	
SLC13A3		1.2712557	
PRCP		1.2692951	
CENPF		1.2648419	
ITGA2		1.2620682	
HELLS		1.2607207	
CCNB1IP1		1.2606866	
KIF11		1.2596143	
DPY19L1		1.2568892	
MPZL1		1.2552141	
SERPING1		1.2535406	
PRDX1		1.2506343	
DSN1		1.250393	
SCIN		1.2491963	
DUSP6		1.2489902	
TRIM4		1.2460965	
KIF23		1.2451308	
ANKRD13D		1.2374285	
ADH5		1.2361394	
ASF1B		1.2355555	
SH3TC1		1.2350138	
ARNTL2		1.2348038	
SMIM14		1.2347037	
ADAMTS12		1.2342927	
GPAM		1.2332683	
VDAC1		1.2323167	
TRIM46		1.2310858	
BZW2		1.227656	
PDS5A		1.2261654	
TNFSF10		1.2201495	
MPPED2		1.2176625	
SPRED2		1.2152421	
B3GLCT		1.213644	
OSBPL3		1.2106673	
CKAP5		1.2099236	
CDR2L		1.2092615	
EPB41L1		1.2043704	
DGKH		1.2040573	
SLC7A7		1.2036972	
GNG11		1.1976788	
PTPN12		1.1962415	
SH3PXD2B		1.1930164	
DPYS		1.1926799	
LIPA		1.1913811	
GSTO1		1.187447	
GNB4		1.1869811	
POGLUT2		1.1840138	
LEF1		1.1838797	
PNPLA3		1.1829728	
GFPT1		1.1808183	
GRB14		1.1784782	
CCNA2		1.1783632	
GINS1		1.1742578	
MDH1		1.1733818	
LSS		1.1677363	
TGM2		1.166514	
RMI2		1.165886	
SMAD7		1.1655692	
PDZRN3		1.1649557	
SLC27A2		1.1618966	
CD74		1.1596568	
RRM1		1.159569	
TMEM97		1.1593292	
MKKS		1.1570561	
BMP5		1.1546513	
AC124067.4		1.1485586	
FTLP3		1.1480358	
ABCC2		1.146887	
NDUFB9		1.1462677	
MAPK4		1.1446991	
KCNJ10		1.1424664	
BRINP3		1.1424655	
TCEANC2		1.1412127	
TMTC3		1.1407242	
KNL1		1.1403421	
CAMK2N1		1.1399407	
MGAT3		1.1386209	
PLCB1		1.1368955	
FBN2		1.1339953	
DCX		1.1330662	
AZGP1		1.1309361	
RMND1		1.1298773	
TIMELESS		1.1298624	
SLC27A4		1.1290729	
PTPRK		1.1290343	
DLST		1.1279669	
DRAM1		1.1276225	
TOX3		1.1258595	
BUB1B		1.1234754	
NPC2		1.1201845	
CADPS2		1.1197066	
PBK		1.1191626	
CIAPIN1		1.119044	
PTPN3		1.1151601	
RBBP9		1.1145886	
AKR1A1		1.113231	
TACC3		1.112794	
ATP6V0A4		1.1122555	
PANK1		1.1121529	
HMGB2		1.1114116	
KYNU		1.1097232	
EFHD1		1.1096762	
CHRDL1		1.1090521	
DRAXIN		1.1071696	
SCNN1A		1.1067528	
SLC40A1		1.1066887	
MT-ND2		1.1066018	
SPTBN2		1.1040925	
GAPDH		1.1026477	
MT-ATP6		1.102112	
ETNK1		1.1014032	
KNTC1		1.0993958	
ACSL4		1.0979267	
NGFR		1.0974748	
DPP10		1.0973505	
RCC1		1.0962102	
BIRC5		1.091868	
GOT2		1.0915399	
PEAR1		1.0911126	
MYRF		1.0896931	
PDE10A		1.0891677	
TMEM213		1.0886849	
GINS2		1.0867406	
PASK		1.0857353	
REPS2		1.0806104	
MRAS		1.0802773	
EGFL6		1.0776384	
NSD2		1.076572	
CLSPN		1.0765444	
AARS1		1.0761131	
MT-CO2		1.0744097	
WDHD1		1.0743561	
SLC25A15		1.0738691	
FDPS		1.0723617	
YARS1		1.0710106	
CHP1		1.0691304	
TBX2		1.0649859	
NUP62CL		1.0642507	
HNRNPA1P7		1.0641578	
ANO6		1.0640465	
RNF24		1.0628668	
MAP2K6		1.0609313	
CYP4X1		1.0584297	
NT5DC2		1.0583496	
AMOTL1		1.0548347	
CS		1.0516592	
ENTPD1		1.0511389	
PEX5		1.0510349	
PAQR8		1.0504577	
TINAG		1.0498983	
TMTC2		1.047425	
KCNJ16		1.0451838	
MFHAS1		1.0440371	
DPYSL2		1.0435543	
TMEM72		1.041001	
C1QTNF3		1.0406406	
ZNF397		1.0404788	
ITGA1		1.0393884	
ESYT1		1.0385691	
ACSL6		1.038219	
CDC25C		1.0378032	
SLFN5		1.0359207	
AQP6		1.0357566	
DCDC2		1.032596	
SLC25A29		1.0306151	
CRYM		1.0305363	
TRPM3		1.030513	
SPTLC3		1.0283256	
EZH2		1.0276881	
ELOVL7		1.0246161	
MYH14		1.0234584	
SERPINH1		1.0225935	
VOPP1		1.0189706	
E2F1		1.0166444	
EIF3K		1.015959	
CLCNKB		1.0154487	
TBC1D13		1.0149325	
NNAT		1.0109394	
HMGA1		1.010179	
ACLY		1.0095503	
ACAT2		1.0092603	
CRTAP		1.0081955	
TFDP2		1.0076516	
COL6A1		1.0072336	
PDE7A		1.0068758	
LRCOL1		1.0064435	
TP53I3		1.0038809	
NUP188		1.0032598	
MNS1		1.002294	
CENPJ		0.99998623	
LMNB1		0.99648523	
BICC1		0.9962471	
CDK8		0.9961469	
SLC39A8		0.9944408	
TPGS2		0.99438053	
STK32A		0.99241203	
HSPA8		0.9904929	
DENR		0.9904804	
HNRNPAB		0.99013436	
PTBP3		0.9880098	
CKAP2L		0.9869124	
CENPK		0.9865017	
CLDN2		0.98484135	
SOAT1		0.9836486	
KCTD15		0.98170066	
KIF22		0.9799446	
PLCH1		0.9786934	
GPT2		0.97815835	
ZNF793		0.9774322	
PLS1		0.97731644	
ZNF248		0.9771864	
LZTS1		0.9766591	
SLC2A13		0.97652036	
HTR2A		0.97576386	
SMC2		0.9750594	
TFCP2L1		0.97474474	
PITPNB		0.973158	
TUBA1B		0.97282183	
BRCA1		0.9725578	
AGTR2		0.9721337	
WDR76		0.9715755	
SMC6		0.9713791	
RCC2		0.9711861	
GSTK1		0.97049993	
FAR1		0.97004896	
MFSD4B		0.97001165	
TRIM2		0.96940833	
PPM1K		0.9692228	
PPFIBP1		0.9636761	
HADHB		0.9635299	
TRAK2		0.9631075	
NEK3		0.9627597	
MT-ND1		0.96242815	
VDAC3		0.9620751	
NCEH1		0.9612368	
FJX1		0.9581595	
PAQR5		0.9574184	
RPS14		0.956583	
TTC39A		0.9555341	
SLC39A14		0.95263517	
SLC2A11		0.94987124	
SHISA3		0.94986534	
PPIA		0.9491855	
CLIC1		0.94803	
LPCAT1		0.9466971	
AURKB		0.94619143	
CLSTN3		0.9460311	
SEPTIN4		0.9457449	
POC1A		0.9453919	
DNMT1		0.94426817	
PDHA1		0.94350195	
TOR3A		0.94245565	
CPED1		0.9415043	
SNHG1		0.9401228	
FOXK1		0.93997014	
ENPP2		0.93873876	
ICMT		0.9380076	
RDH10		0.937813	
INPP4B		0.93767345	
SYPL1		0.9373151	
PNPO		0.93717	
CPNE8		0.9363641	
EDNRA		0.93578905	
ACVR1		0.9357857	
PPIAP22		0.93524253	
CASZ1		0.9350695	
FSTL5		0.93322694	
TCN2		0.93218625	
MECOM		0.93159753	
ABLIM1		0.9312304	
SKA3		0.92843485	
HK1		0.9276794	
ORC6		0.92695063	
MT-CO3		0.92666674	
BLNK		0.9247191	
JADE3		0.9241068	
PLCB4		0.9240619	
LDHA		0.923264	
CENPU		0.9226753	
DEFB1		0.9205662	
CORO1C		0.9196463	
MAP3K21		0.9190366	
SYT11		0.9189171	
ADA2		0.9177167	
TPI1		0.91771656	
INTS10		0.9158213	
ENTPD6		0.91522837	
SELENBP1		0.91165394	
MCM2		0.91119677	
CRABP2		0.91118	
SERTAD4		0.9110632	
ALDH2		0.9109573	
UQCRFS1		0.9107081	
NDC1		0.9096887	
HACD3		0.9089062	
NUF2		0.90848947	
MYL12A		0.9082786	
DNA2		0.90822935	
HMMR		0.9077534	
HTR1E		0.9064715	
NFRKB		0.9061755	
TYMS		0.905987	
ZNF528		0.90544367	
UGT3A1		0.9048158	
PLA2G4F		0.90429854	
DAAM1		0.9041749	
EML4		0.9036487	
RASSF2		0.90344363	
SLC9A2		0.90222996	
SNX7		0.9016988	
UPP1		0.90136856	
SULF2		0.9012394	
SGIP1		0.90001047	
AC015813.1		0.899367	
SRPK1		0.8992409	
AKR1C2		0.8981803	
SERPINI1		0.8978916	
GALNT11		0.89755124	
EMCN		0.89616895	
SLC29A2		0.8958391	
KCNJ1		0.89456296	
PRRT4		0.89365256	
LPGAT1		0.8922101	
CASP8		0.8915853	
AC240274.1		0.8907749	
SRPRB		0.8898115	
RFC4		0.8895114	
EEF1B2		0.8893848	
UCHL1		0.8885928	
SAT2		0.88778967	
PIMREG		0.8865832	
FKBP4		0.885663	
HNRNPH3		0.8842333	
MT-CO1		0.8834787	
SNX5		0.88340515	
GPD1		0.88221174	
ACTR1A		0.88043433	
CRISPLD1		0.88021266	
CDH16		0.88004535	
MCTS1		0.8796649	
CCDC181		0.87953705	
ATP6V1A		0.8788622	
MLLT11		0.87786204	
AC024293.1		0.8777943	
JPT2		0.87708825	
NARS1		0.8757705	
ENO1		0.87568533	
RPL35		0.87539035	
CRY1		0.87500906	
RAB11FIP4		0.87230533	
MCM10		0.87138695	
TMEM123		0.87021494	
ARL6IP1		0.86989844	
ZMPSTE24		0.8695989	
MSN		0.86951953	
EHHADH		0.8692181	
MT-CYB		0.86905783	
ADH6		0.8686778	
KIF15		0.8684004	
UBA6		0.8664649	
YBX2		0.8664511	
RPL10		0.8643359	
NAA50		0.86319095	
ITGA5		0.8631659	
PDXDC1		0.86195195	
ZNF638		0.8602775	
MT-ND4		0.8589577	
NAGK		0.85768485	
SESTD1		0.85703695	
CEP55		0.85677457	
UBXN10		0.8559238	
C20orf96		0.8558824	
CYCS		0.854695	
FGL2		0.85441804	
RHPN2		0.8540714	
ATP5PD		0.85317034	
FBXL5		0.85237306	
HLA-E		0.8523063	
C2CD5		0.85207087	
ATP11C		0.85132575	
USP54		0.8511709	
MOCS2		0.85074735	
TXNRD1		0.8505878	
GTSE1		0.85025835	
SPC25		0.8492032	
TOP3A		0.84847575	
ZFAND1		0.84768516	
HJURP		0.84760195	
RABGGTB		0.8470936	
CYYR1		0.84647655	
CA4		0.8461953	
ZNF488		0.84480125	
CSPP1		0.84440535	
C16orf89		0.8436735	
MGME1		0.843481	
RAD51AP1		0.84318614	
MRPL42		0.8422984	
CXCR4		0.8419119	
MLEC		0.84131	
E2F7		0.8404382	
HYAL1		0.8396875	
RIT1		0.83928984	
TTF2		0.8386476	
SLCO4C1		0.8372006	
PLCD4		0.836687	
FTL		0.83539474	
PLEKHB2		0.83537304	
ERLIN1		0.8348607	
TCOF1		0.8343407	
MCM6		0.8342344	
FAM181B		0.83394575	
KLF4		0.83296555	
MEST		0.8327151	
BCHE		0.83270943	
KIF14		0.83090955	
ORC1		0.8308551	
PBLD		0.828836	
FOXQ1		0.8285982	
MPP2		0.8281887	
CEBPA		0.8278376	
MERTK		0.8268388	
NFE2L2		0.8266967	
PRR15L		0.8258877	
CAP1		0.82522535	
CALM1		0.8247413	
GPR137B		0.8240834	
SOAT2		0.8233826	
SALL3		0.8233758	
C20orf194		0.82290053	
ID4		0.82202977	
KHDRBS3		0.82153094	
HSBP1		0.821271	
PSRC1		0.8207074	
GLS		0.82068944	
SPP1		0.82051826	
SPART		0.8202571	
AC007996.1		0.8196405	
SLC5A6		0.81924933	
SUGT1		0.81892157	
SAPCD2		0.8182061	
PCDHGB7		0.81692517	
ABCC6P1		0.81615704	
DLD		0.81461823	
SERPINA5		0.8145579	
SLC35B4		0.81450295	
STAT6		0.814183	
PLD1		0.81388307	
MICA		0.8137812	
CAP2		0.8135201	
SLC16A13		0.8133865	
UTP4		0.81175494	
ZNF875		0.8116001	
SAT1		0.811426	
COQ9		0.8112599	
CHST11		0.8112541	
ITPKB		0.8109354	
CEP97		0.81072843	
GAS5		0.8106103	
CHL1		0.8091274	
CSNK2A1		0.80910546	
STAT2		0.8082737	
LINC00461		0.80806285	
ANKS4B		0.8080615	
TCF19		0.80744827	
LINC00665		0.80679286	
TMOD3		0.80666375	
ACACA		0.80555123	
MYH10		0.80519164	
ENO2		0.80476683	
TOPBP1		0.80354625	
SPHKAP		0.8030589	
WDR59		0.8021623	
AL590617.2		0.8014332	
PYGB		0.8014203	
TBX3		0.80118203	
CCT5		0.7996859	
SLC37A1		0.7996184	
AUXG01000058.1		0.79810977	
KIF3C		0.79481167	
DDX10		0.79391026	
GSTP1		0.7938167	
EPRS1		0.7936051	
AQP1		0.7935163	
GPR176		0.7931899	
MSH2		0.7923769	
IPO13		0.7915127	
ASB13		0.79070294	
TBC1D7		0.79017884	
CDC25A		0.7894795	
SPAG5		0.7893654	
ST14		0.7888308	
FASTKD1		0.78877753	
ALAD		0.7886669	
MYO1D		0.7880687	
PLEKHA8		0.7873117	
LIN7A		0.7868056	
NIPSNAP1		0.7855918	
PSMB3		0.78441906	
GPI		0.7834929	
NECTIN4		0.7813559	
LSM4		0.78126454	
CACNG4		0.78034157	
MRPL37		0.7801586	
DMTN		0.78006274	
CAPG		0.7794902	
UGT2B4		0.779206	
TFEC		0.77915907	
PARP1		0.7790299	
CA12		0.7790148	
ARHGAP11A		0.7783914	
RAB29		0.77810633	
NUP205		0.7767912	
ANXA3		0.7764509	
ALDH1L1		0.7759447	
NBPF8		0.7753349	
EEF1B2P3		0.7750248	
STARD3NL		0.7739352	
DENND4B		0.7735987	
CEP85		0.7718804	
HRC		0.770517	
MDM4		0.7697892	
SCML4		0.769778	
SARS1		0.76802486	
GRAMD1C		0.7675188	
ATP5F1B		0.7673423	
COL25A1		0.76720345	
RAD51		0.7670306	
PTPA		0.7650053	
AP1AR		0.763836	
RECQL		0.7635135	
SKA1		0.7629998	
BMP4		0.7618533	
UNG		0.76175976	
UBE2T		0.76081085	
DIP2B		0.7603005	
CENPH		0.75928324	
RAN		0.75890315	
FKBP1A		0.7587088	
GDF15		0.7584627	
CASP10		0.75807315	
CSNK1E		0.7576171	
PDIA5		0.7575176	
UGP2		0.75735587	
DNASE1		0.7562058	
NRXN3		0.7558007	
TPM3		0.754295	
SFRP4		0.7536122	
EVPL		0.7535971	
CACNG6		0.7535315	
LRCH1		0.7521623	
PLEKHA5		0.752125	
PARG		0.7518754	
LYPLA1		0.7517053	
FZD8		0.7512911	
TMEM106C		0.7508344	
CKS2		0.7503788	
ABCD4		0.750292	
TBC1D24		0.75000113	
IGSF10		0.7498016	
MRPS18B		0.74965644	
HMGB3		0.7495515	
ERFE		0.74950844	
TFEB		0.7493307	
NAP1L4		0.74879456	
NUMB		0.7472157	
GNAI3		0.7470191	
IQGAP1		0.7467453	
SELENOK		0.7467447	
EXOSC2		0.7463115	
F11R		0.7458517	
ATP5MC1		0.7454087	
L3MBTL3		0.74519145	
DSP		0.7448477	
POLE		0.74408853	
TOR4A		0.7437947	
PCDHB18P		0.74369484	
SCN2A		0.74233073	
BRIP1		0.7410858	
ASAP3		0.7409324	
LMNB2		0.7408612	
AKAP11		0.7407805	
PRKACA		0.740208	
ASRGL1		0.73982906	
ITGAV		0.73920834	
GLB1		0.73919755	
PABPC4L		0.73896766	
SSTR1		0.7377326	
ADGRL2		0.73692256	
HOXD9		0.7365559	
SLC44A2		0.73651177	
TMEM37		0.73618466	
SMARCD2		0.7358744	
SNRPD1		0.7356396	
PPARD		0.7352521	
OGDHL		0.73444706	
RNF8		0.73385555	
DZIP1		0.73348564	
LRRK2-DT		0.73277885	
CLDN12		0.73254704	
INAVA		0.7314976	
BCORL1		0.731289	
C1RL		0.7310268	
APOA1		0.7309171	
TNFRSF10B		0.72958374	
KRT18		0.7268924	
RPSA		0.7267816	
NNT-AS1		0.7266205	
RAP2C		0.7259907	
ALDH8A1		0.7256605	
C14orf119		0.72469413	
CABP2		0.7246422	
FIGNL1		0.7239654	
MRPS25		0.7234602	
KITLG		0.7226472	
ETFA		0.72235644	
HNRNPF		0.7220355	
TICRR		0.7217139	
CDKN1A		0.7216909	
ATP6V1B1		0.72116965	
SLC31A1		0.7210712	
PPME1		0.72027135	
FOXO1		0.71968275	
GNB1		0.71938014	
GPR37		0.71897423	
NCAPG		0.71725506	
NR1H4		0.7171986	
FLOT2		0.7170105	
DGKK		0.7163658	
RAB11FIP2		0.7160824	
DFFA		0.7158319	
MRPL13		0.71548414	
COX6B1		0.71539336	
SLITRK5		0.7151551	
NAT10		0.7132564	
CDCA2		0.71289206	
VAT1		0.71213496	
MAFF		0.71209484	
SERINC2		0.7113676	
NCKAP5		0.71121067	
PTH2R		0.7110908	
GLRX		0.7109153	
ODF2		0.7107936	
AMOT		0.7106568	
KLHDC8B		0.71000487	
ESRRB		0.709935	
KCTD1		0.7092046	
RAB25		0.70917225	
MCCD1		0.7081971	
IGDCC3		0.7076816	
SOD2		0.70734626	
CRYL1		0.70715445	
UQCRH		0.70644116	
STK39		0.70575094	
ACADM		0.705188	
AP3B1		0.7033039	
ZNF133		0.70309854	
NOP10		0.70308423	
FAM222A		0.70283437	
SLC20A1		0.70111686	
GLIS3		0.70063096	
NDRG4		0.70039046	
PGM2L1		0.70015806	
TFDP1		0.69959843	
GPRC5C		0.69936574	
ANXA11		0.69926596	
PGD		0.6991511	
EZH1		0.69899386	
CHAF1A		0.6986457	
CACNA1D		0.6983309	
COL11A1		0.6979645	
SLC8A1		0.69752717	
HLF		0.6974764	
PKP4		0.6968614	
PPP3CA		0.69679904	
PPA1		0.6965867	
GLRX3		0.69633704	
SPCS3		0.6959307	
ALDH1A2		0.69576496	
TUBG1		0.6953835	
LRP2		0.6953244	
NBPF9		0.69528717	
POLE2		0.6950507	
PHF6		0.69496524	
AC018541.1		0.69424725	
C11orf80		0.6939663	
VANGL2		0.6938793	
KCNE4		0.6938751	
FAM171A1		0.6937026	
TMEM43		0.6932392	
COL19A1		0.69219947	
MON1A		0.68996894	
GBAP1		0.68986636	
TUBG2		0.6897087	
SUSD3		0.689246	
F2RL1		0.6890452	
FEN1		0.6882276	
CIB1		0.687904	
WDR62		0.6876309	
PANK2		0.68673414	
KLHL3		0.6862209	
POLR2M		0.684538	
ALDH3A2		0.6840493	
AP003119.3		0.6832965	
SLC18B1		0.68301994	
HSP90AB1		0.68279743	
SYAP1		0.68238175	
NOSTRIN		0.6821158	
GMNN		0.68208	
SLC37A3		0.6819809	
L1CAM		0.6819782	
CDKL5		0.68110174	
MRPL27		0.68021595	
LFNG		0.680075	
MBNL3		0.6798255	
UTRN		0.67973983	
LACTB2		0.6789248	
HSPA9		0.6785035	
AP1S2		0.67758226	
KIF18A		0.67756766	
MORF4L2		0.6770208	
AGFG2		0.6769723	
TNFRSF10D		0.6760217	
GSDMB		0.6759783	
UBN2		0.6757751	
PREB		0.6752485	
BMP3		0.6745606	
CD47		0.67453974	
MAP1A		0.67424136	
DBI		0.6740905	
AIFM2		0.6740616	
NEK2		0.6739637	
KCNE3		0.6739571	
AC010503.5		0.67362297	
LIN9		0.67223233	
ATAD2		0.67165864	
SLC6A8		0.6716387	
TMBIM1		0.67133474	
MRRF		0.6702092	
AP2B1		0.66923165	
PIF1		0.669014	
ELP2		0.66883105	
FDFT1		0.6686603	
USH1C		0.6681646	
DDB2		0.6676536	
RMDN3		0.6676414	
VPS29		0.6669919	
RNF149		0.66662836	
SSTR2		0.6663091	
DSCC1		0.6651392	
POLQ		0.66511756	
NPM1P27		0.664917	
KLF15		0.664587	
AGT		0.6638224	
ITGA4		0.66378015	
HSPH1		0.6627526	
SHCBP1		0.6627376	
RPA2		0.66270596	
HNRNPA1P48		0.6615561	
MLLT3		0.6614863	
OSBPL8		0.6612118	
HSD17B11		0.6605242	
AIFM1		0.6604227	
BIVM		0.66037095	
PLK4		0.6602256	
TRPV4		0.6592604	
CCT3		0.6584917	
KIF5C		0.65707576	
BHLHE40		0.65685445	
GMCL1		0.65634084	
UBQLN4		0.6561798	
TTC23		0.65527827	
POC1B		0.65513945	
ISG20L2		0.65471226	
INCENP		0.65464425	
DPY19L2		0.6543703	
ANKRD42		0.65151465	
ARHGEF2		0.6514035	
BSND		0.65119386	
ANXA6		0.65105957	
BUB3		0.65008956	
ID2		0.6499321	
SPINDOC		0.64952964	
RASGEF1A		0.6492567	
RBP5		0.6483995	
SDC4		0.64802563	
SDHC		0.6471228	
RCBTB1		0.6466019	
BDH2		0.64625496	
KATNBL1		0.64597684	
WDR12		0.64594716	
RHOJ		0.6459405	
ATP5F1C		0.64583933	
NOVA1		0.64571005	
MAP2K3		0.6450817	
NDUFAF5		0.64442337	
ISM2		0.64371043	
UBE2K		0.6436724	
DIAPH1		0.6430709	
RAD51C		0.64284354	
RPUSD3		0.64213085	
METTL5		0.6417262	
SORD		0.6410244	
VASP		0.6401594	
LUC7L		0.6395409	
RAVER2		0.638662	
CARM1		0.6382112	
SEC24D		0.63808644	
FANCG		0.6380552	
NIPA1		0.63783413	
COL22A1		0.6372722	
MAGOH		0.63673985	
ANKRD10		0.6365869	
SSBP3		0.63608795	
AGO4		0.63556993	
CTPS1		0.63475937	
ABRACL		0.6346079	
SGPP2		0.6341564	
GLYCTK		0.6340041	
EIF4E3		0.6338322	
AP1M2		0.6326378	
MAD2L2		0.6325759	
FGB		0.6324372	
TRHDE		0.6318858	
GALK2		0.63129133	
COX11		0.63117844	
DIAPH3		0.63112557	
XBP1		0.6310504	
SDCBP		0.63063824	
DNAL1		0.6297497	
MYOM3		0.62937444	
RPS3		0.62928385	
MTARC1		0.62903047	
PAFAH2		0.62789696	
BCL6		0.62720454	
SORBS2		0.62588406	
NR1H3		0.62526315	
TRO		0.6247623	
CBX2		0.62459266	
